,weights,features,err_weights,err_coefficients,error
0,-6.047157742445592,logPOP,5.6682,7.460574047026218,2.7314051415024863
1,-0.3017695271318277,dPOP,0.0,3.398475331733412,1.843495411367604
2,-4.769761562148005,dHHS,2.216024,6.285304878586376,2.5070510323059594
3,-4.614019039980165,d1,0.0,4.314664435175625,2.077177035106932
4,4.115482740534707,d2,0.0,1.4960973301787597,1.2231505754316432
5,-1.4591628225488609,d3,18.075125,3.690276425439198,1.921009220550281
6,1.3167993670796985,d4,0.0,0.645142993085339,0.803207938883412
7,-4.482871397424773,d5,19.320344,5.669909701001956,2.3811572188753005
8,6.033172131773631,d6+,37.280089000000004,6.471606542391343,2.5439352472874273
9,-0.07166643088874416,0-29,0.0,5.027481551405064,2.2422046185406592
10,4.2479586974702706,30-59,0.0,3.376215158609687,1.8374480016070351
11,3.8370241223587165,60-89,0.0,7.253408484164985,2.6932152688125366
12,-1.954222021688084,Indian,0.0,23.50124618498024,4.847808389878899
13,-0.17940544291668542,Pakistani,0.0,0.01100191634948085,0.10489002025684259
14,-2.5912436550983102,Bangladeshi,0.0,3.958377019872207,1.9895670433217894
