,actual,predicted
0,36.30035339461687,40.25147
1,63.12952191800255,35.08187
2,34.998177178271966,33.14162
3,17.735168332083425,33.233757
4,23.40758218402105,28.96002
5,43.27331736341859,43.836758
6,24.28409534602455,34.484768
7,27.388841385207353,37.012516
8,30.119185921431953,44.744625
9,14.24293050219803,35.52857
10,21.689875810805663,16.634197
11,13.787657539655184,20.075203
12,15.671070043878997,26.854576
13,23.73966137747011,14.181147
14,44.69456125486782,29.992239
15,29.35995302407516,39.484875
16,10.01828336714504,17.231234
17,24.93241213577651,28.444233
18,15.0414157602917,16.745564
19,17.79220923638062,21.27895
20,16.772306192101414,38.539288
21,13.969226311813827,13.813337
22,16.617138960285036,20.289272
23,15.810129643063073,18.382772
24,21.045764013848114,27.43791
25,12.590614269362838,19.491266
26,12.475782304937475,18.524769
27,22.05289995634426,33.77572
28,13.349220553844328,28.575943
29,59.14049152319622,64.68214
30,49.14675767918089,40.744534
31,45.88708335962281,39.843044
32,32.309481755912635,45.963036
33,29.376004700160752,29.248724
34,27.769012306721365,28.481112
35,32.760539003585116,34.97724
36,46.81053103203846,57.393417
37,38.303549021938686,35.29752
38,24.544322956539016,24.556028
39,33.02938873363839,35.741688
40,18.56403733434175,24.196098
41,23.731416207161303,29.84382
42,26.928560114050374,24.906876
43,16.22334610040135,16.041542
44,36.78592853342992,33.70016
45,37.22484849746975,32.6281
46,37.89303088864987,27.585882
47,17.02069716775599,19.679552
48,16.152309253517515,21.231606
49,0.0,0.08247185
50,18.9990880437739,21.05406
51,34.04658033838839,31.719637
52,37.069371691471964,30.230448
53,26.672125148092324,18.905596
54,15.177155345773542,26.898241
55,14.002346053451975,16.37271
56,28.126395979212205,27.053862
57,42.42740392975135,45.44404
58,49.74082412691764,42.80541
59,31.291941149445247,37.22662
60,46.39196997174307,53.175972
61,48.558531014513605,47.26973
62,52.156980922135425,33.91471
63,43.282223956540555,38.83175
64,53.42328460482222,48.51318
65,34.54755344337993,42.872025
66,42.29268975421558,40.513096
67,42.42287653617213,57.05568
68,59.63352488344356,56.191563
69,39.31666528227704,37.26889
70,49.925834810607434,47.961525
71,50.615565520923674,48.770786
72,26.73515186376415,32.17877
73,22.123184456058226,32.040638
74,32.025801492779124,30.036871
75,24.792554710328922,22.423994
76,25.09741760781983,29.85409
77,21.162697859200723,36.79026
78,31.130775752437472,44.298344
79,59.77566122324049,47.510494
80,58.240557147561425,51.50902
81,39.56707696200215,30.503176
82,52.550404855781785,42.206757
83,63.32775156035926,67.220406
84,58.2325048296006,38.880894
85,66.20475132934938,43.001137
86,64.93087330126026,53.456436
87,30.012449608726584,38.485645
88,25.537348371994042,29.684008
89,29.559764158558576,29.16497
90,29.250862711328026,25.339014
91,38.47125565584878,35.953053
92,44.54232758407365,32.62899
93,30.861022528546446,21.090996
94,51.19630259363287,50.228416
95,75.0248188163256,63.694504
96,51.95600252933097,58.286053
97,101.88888653034985,96.541245
98,51.15304992537673,48.11678
99,40.366034759229564,42.44087
100,71.11272012619276,76.65844
101,66.11937765867188,67.64132
102,71.60104735255877,78.35931
103,53.48299310277764,54.400417
104,56.55947638019351,55.468414
105,46.45058144245259,47.674343
106,72.21372284075385,71.83603
107,104.31597388119127,85.638306
108,67.42386882012083,50.027023
109,58.656760191612086,50.6534
110,53.770767117334444,59.318974
111,32.99418065138761,25.554249
112,49.95868800799339,49.440212
113,33.23812582039018,42.93203
114,53.368667071532414,54.20475
115,66.7011071075915,63.41089
116,62.45521622092686,61.963737
117,60.60022541018424,57.853798
118,69.7852710486138,68.40809
119,41.41016771117923,43.070827
120,44.85148825392842,49.63479
121,48.46158692312539,53.943687
122,40.0314092595729,39.745293
123,61.375607889292844,61.04078
124,41.555825853790225,35.641644
125,48.599976274027334,44.22803
126,19.12669060818286,21.488003
127,47.998848027647334,20.87374
128,31.518860238148037,28.19169
129,10.095030378563639,22.067839
130,20.09945641737957,23.962038
131,44.85663001808367,34.04986
132,30.608881284631202,21.462763
133,25.388017145229583,28.014225
134,40.01617460502943,44.333565
135,26.49291361982353,35.071606
136,29.18513623965916,33.955242
137,23.36597489219789,26.159494
138,14.975880949628493,21.030554
139,18.61725566228959,22.663069
140,30.267709929136387,32.21775
141,25.078714804855238,20.701567
142,28.01174561471293,31.145826
143,23.277097215856763,24.84139
144,10.13828983058384,20.260502
145,40.020010005002504,30.985228
146,24.561633939712355,20.961826
147,34.274173323658545,34.381226
148,32.70275274123471,25.047188
149,21.181045857542998,31.088076
150,31.38710879409721,21.898083
151,4.283083248861414,19.66703
152,16.056518946692357,17.0839
153,17.917630094792795,16.170418
154,25.079418157498747,15.620668
155,33.952594490711085,28.710804
156,11.032900108122421,32.637913
157,6.878052135635188,15.279736
158,11.921982546217553,13.817026
159,11.124590111828617,22.130688
160,36.03340985372055,22.422184
161,29.306074032725117,30.353762
162,25.841726227311984,21.10354
163,35.18306422032084,24.808897
164,33.796398503146605,26.551775
165,46.836660255985144,38.345863
166,49.70316167333978,35.595825
167,42.941799547679715,39.722805
168,45.763667904769,32.598366
169,40.17337984987842,24.869574
170,50.42799141431121,33.64223
171,19.632272435534414,13.43925
172,31.49554089447336,36.997013
